YEAR,STATE,FISHERY,MONTH,DATE,SITE,SPECIES,CLIP,CLIPPED,LEN
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,15.3
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,19.7
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,19
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,19.2
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,24.9
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,26.8
2014,WI,Cold-Open,Aug,2014-08-09,204,Brown Trout,01: AD,Clip,22.5
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,25.6
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,27
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,24.1
2014,WI,Bad R.,Aug,2014-08-09,204,Walleye,00: NONE,No Clip,19.3
2014,WI,Bad R.,Aug,2014-08-09,204,Walleye,00: NONE,No Clip,26.6
2014,WI,Bad R.,Aug,2014-08-09,204,Walleye,00: NONE,No Clip,15.5
2014,WI,Bad R.,Aug,2014-08-09,204,Walleye,00: NONE,No Clip,16
2014,WI,Bad R.,Aug,2014-08-09,204,Walleye,00: NONE,No Clip,16.3
2014,WI,Bad R.,Aug,2014-08-09,204,Walleye,00: NONE,No Clip,18
2014,WI,Bad R.,Aug,2014-08-09,204,Bluegill,00: NONE,No Clip,8.5
2014,WI,Bad R.,Aug,2014-08-09,204,Bluegill,00: NONE,No Clip,8.4
2014,WI,Cold-Open,Aug,2014-08-09,204,Lake Trout,00: NONE,No Clip,17.9
2014,WI,Warm-Open,Aug,2014-08-09,204,Yellow Perch,00: NONE,No Clip,13.5
2014,WI,Warm-Open,Aug,2014-08-09,204,Yellow Perch,00: NONE,No Clip,10
2014,WI,Warm-Open,Aug,2014-08-09,204,Yellow Perch,00: NONE,No Clip,8.9
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-15,270,Yellow Perch,00: NONE,No Clip,NA
2014,WI,Tribal,Aug,2014-08-15,204,Lake Trout,00: NONE,No Clip,NA
2014,WI,Tribal,Aug,2014-08-15,204,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Aug,2014-08-15,258,Lake Trout,00: NONE,No Clip,NA
2014,WI,Cold-Open,Aug,2014-08-15,258,Lake Trout,00: NONE,No Clip,NA
2014,WI,Warm-Open,Aug,2014-08-17,204,Walleye,00: NONE,No Clip,17.8
2014,WI,Warm-Open,Aug,2014-08-17,204,Walleye,00: NONE,No Clip,16.2
2014,WI,Warm-Open,Aug,2014-08-17,204,Walleye,00: NONE,No Clip,19.2
2014,WI,Warm-Open,Aug,2014-08-17,204,Walleye,00: NONE,No Clip,17.9
2014,WI,Warm-Open,Aug,2014-08-17,204,Walleye,00: NONE,No Clip,22.5
2014,WI,Warm-Open,Aug,2014-08-22,204,Walleye,00: NONE,No Clip,15.1
2014,WI,Warm-Open,Aug,2014-08-28,258,Walleye,00: NONE,No Clip,17.1
2014,WI,Cold-Open,Aug,2014-08-28,258,Lake Trout,00: NONE,No Clip,21
2014,WI,Cold-Open,Aug,2014-08-28,258,Lake Trout,00: NONE,No Clip,21.1
2014,WI,Warm-Open,Aug,2014-08-28,258,Northern Pike,00: NONE,No Clip,34.1
2014,WI,Warm-Open,Aug,2014-08-28,258,Northern Pike,00: NONE,No Clip,28.5
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,25.5
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,18.3
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,21.8
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,17.7
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,17.3
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,25.9
2014,WI,Cold-Open,Aug,2014-08-30,258,Siscowet,00: NONE,No Clip,24
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,21.6
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,01: AD,Clip,16.1
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,15.9
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,19.6
2014,WI,Cold-Open,Aug,2014-08-30,258,Chinook,00: NONE,No Clip,15.2
2014,WI,Cold-Open,Aug,2014-08-30,258,Lake Trout,00: NONE,No Clip,18.1
2014,WI,Warm-Open,Aug,2014-08-30,204,Northern Pike,00: NONE,No Clip,35.8
2014,WI,Warm-Open,Aug,2014-08-30,204,Northern Pike,00: NONE,No Clip,29.4
2014,WI,Warm-Open,Aug,2014-08-30,204,Northern Pike,00: NONE,No Clip,44
2014,WI,Warm-Open,Sep,2014-09-06,204,Walleye,00: NONE,No Clip,NA
2014,WI,Warm-Open,Sep,2014-09-06,204,Walleye,00: NONE,No Clip,NA
2014,WI,Warm-Open,Sep,2014-09-06,204,Walleye,00: NONE,No Clip,NA
2014,WI,Warm-Open,Sep,2014-09-06,204,Walleye,00: NONE,No Clip,NA
2014,WI,Cold-Open,Sep,2014-09-06,204,Coho,00: NONE,No Clip,23.4
2014,WI,Cold-Open,Sep,2014-09-06,204,Walleye,00: NONE,No Clip,20.7
2014,WI,Warm-Open,Sep,2014-09-21,258,Walleye,00: NONE,No Clip,17.2
2014,WI,Cold-Open,Sep,2014-09-22,258,Lake Trout,00: NONE,No Clip,16.2
2014,WI,Cold-Open,Sep,2014-09-26,258,Coho,00: NONE,No Clip,20.5
2014,WI,Cold-Open,Sep,2014-09-26,258,Coho,00: NONE,No Clip,22.8
2014,WI,Cold-Open,Sep,2014-09-26,258,Lake Trout,00: NONE,No Clip,18.5
2014,WI,Cold-Open,Sep,2014-09-26,258,Lake Trout,00: NONE,No Clip,21
2014,WI,Cold-Open,Sep,2014-09-26,258,Lake Trout,00: NONE,No Clip,22.4
2014,WI,Warm-Open,Sep,2014-09-28,258,Walleye,00: NONE,No Clip,22.5
2014,WI,Cold-Open,Sep,2014-09-28,258,Brown Trout,00: NONE,No Clip,23
2014,WI,Cold-Open,Sep,2014-09-28,258,Brown Trout,01: AD,Clip,19.9
2014,WI,Cold-Open,Sep,2014-09-28,258,Coho,00: NONE,No Clip,NA
2014,WI,Warm-Open,Sep,2014-09-28,204,Walleye,00: NONE,No Clip,15
2014,WI,Warm-Open,Sep,2014-09-28,204,Walleye,00: NONE,No Clip,16.5
