SURVEY,ROUTE,UNIT,FISHERY,MONTH,DATE,SITE,SPECIES,CLIP,ORIGIN,LENGTH
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Splake,Adipose,Hatchery,19.2
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,19.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,19.5
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,14.2
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,15.2
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,15.8
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,16
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,17
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,17.5
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,18.1
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,18.5
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,19
2019,Ashland,WI-2,Tribal,Dec,2018-12-30,289-Maslowski Beach,Splake,Adipose,Hatchery,19.6
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-31,258-Kreher Park,Walleye,,Native,15.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-31,258-Kreher Park,Walleye,,Native,18
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,247-11th Ave E. / Water St.,Walleye,,Native,19.8
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-30,289-Maslowski Beach,Walleye,,Native,22.8
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,256-Reiss Coal Dock,Yellow Perch,,Native,7.6
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,234-Angler's All,Yellow Perch,,Native,7.8
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,234-Angler's All,Yellow Perch,,Native,7.9
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,234-Angler's All,Yellow Perch,,Native,8
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,8
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,8.1
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,234-Angler's All,Yellow Perch,,Native,8.2
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,8.2
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,256-Reiss Coal Dock,Yellow Perch,,Native,8.3
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,8.3
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,8.3
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,8.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,8.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,234-Angler's All,Yellow Perch,,Native,8.6
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-24,234-Angler's All,Yellow Perch,,Native,8.6
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,8.6
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,8.6
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,8.7
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,8.7
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,234-Angler's All,Yellow Perch,,Native,8.9
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,8.9
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,9
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,9.1
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,289-Maslowski Beach,Yellow Perch,,Native,9.2
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,9.3
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,9.3
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,9.3
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,234-Angler's All,Yellow Perch,,Native,9.4
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-24,234-Angler's All,Yellow Perch,,Native,9.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,247-11th Ave E. / Water St.,Yellow Perch,,Native,9.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,289-Maslowski Beach,Yellow Perch,,Native,9.6
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,9.8
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,9.9
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,289-Maslowski Beach,Yellow Perch,,Native,10
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,10
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,234-Angler's All,Yellow Perch,,Native,10.1
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,289-Maslowski Beach,Yellow Perch,,Native,10.2
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,247-11th Ave E. / Water St.,Yellow Perch,,Native,10.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,247-11th Ave E. / Water St.,Yellow Perch,,Native,10.8
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,289-Maslowski Beach,Yellow Perch,,Native,11
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-27,240-Pamida,Yellow Perch,,Native,11.2
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-29,247-11th Ave E. / Water St.,Yellow Perch,,Native,12.2
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,289-Maslowski Beach,Yellow Perch,,Native,12.5
2019,Ashland,WI-2,< 60 ft - Shallow,Dec,2018-12-23,289-Maslowski Beach,Yellow Perch,,Native,13
2019,Ashland,,,,,,Brown Trout,Native,Native,18.2
2019,Ashland,,,,,,Brown Trout,Native,Native,18.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,19.5
2019,Ashland,,,,,,Brown Trout,Native,Native,19.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,19.8
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,20
2019,Ashland,,,,,,Brown Trout,Native,Native,20
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,20.1
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,20.5
2019,Ashland,,,,,,Brown Trout,Native,Native,20.8
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,20.8
2019,Ashland,,,,,,Brown Trout,Native,Native,21.2
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,21.4
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,21.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,21.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,21.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,21.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,21.7
2019,Ashland,,,,,,Brown Trout,Native,Native,22.1
2019,Ashland,,,,,,Brown Trout,Native,Native,22.2
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,22.3
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,22.3
2019,Ashland,,,,,,Brown Trout,Native,Native,22.8
2019,Ashland,,,,,,Brown Trout,Native,Native,23
2019,Ashland,,,,,,Brown Trout,Native,Native,24.2
2019,Ashland,,,,,,Brown Trout,Native,Native,24.3
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,24.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,24.5
2019,Ashland,,,,,,Brown Trout,Native,Native,24.5
2019,Ashland,,,,,,Brown Trout,Native,Native,25
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,25.1
2019,Ashland,,,,,,Brown Trout,Native,Native,25.4
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,25.4
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,26.1
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,27.5
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,
2019,Ashland,,,,,,Brown Trout,Adipose,Hatchery,
2019,Ashland,,,,,,Burbot,,Native,19.5
2019,Ashland,,,,,,Burbot,,Native,20
2019,Ashland,,,,,,Burbot,,Native,22
2019,Ashland,,,,,,Burbot,,Native,22
2019,Ashland,,,,,,Burbot,,Native,22.9
2019,Ashland,,,,,,Burbot,,Native,23.5
2019,Ashland,,,,,,Burbot,,Native,24.5
2019,Ashland,,,,,,Burbot,,Native,24.5
2019,Ashland,,,,,,Burbot,,Native,26.5
2019,Ashland,,,,,,Burbot,,Native,27.5
2019,Ashland,,,,,,Coho Salmon,,Native,13.5
2019,Ashland,,,,,,Coho Salmon,,Native,13.7
2019,Ashland,,,,,,Coho Salmon,,Native,14.1
2019,Ashland,,,,,,Coho Salmon,,Native,14.1
2019,Ashland,,,,,,Coho Salmon,,Native,14.5
2019,Ashland,,,,,,Coho Salmon,,Native,14.6
2019,Ashland,,,,,,Coho Salmon,,Native,14.6
2019,Ashland,,,,,,Coho Salmon,,Native,14.6
2019,Ashland,,,,,,Coho Salmon,,Native,15
2019,Ashland,,,,,,Coho Salmon,,Native,15
2019,Ashland,,,,,,Coho Salmon,,Native,15
2019,Ashland,,,,,,Coho Salmon,,Native,15.2
2019,Ashland,,,,,,Coho Salmon,,Native,15.3
2019,Ashland,,,,,,Coho Salmon,,Native,15.4
2019,Ashland,,,,,,Coho Salmon,,Native,15.4
2019,Ashland,,,,,,Coho Salmon,,Native,15.5
2019,Ashland,,,,,,Coho Salmon,,Native,15.6
2019,Ashland,,,,,,Coho Salmon,,Native,15.6
2019,Ashland,,,,,,Coho Salmon,,Native,15.8
2019,Ashland,,,,,,Coho Salmon,,Native,15.8
2019,Ashland,,,,,,Coho Salmon,,Native,15.9
2019,Ashland,,,,,,Coho Salmon,,Native,16
2019,Ashland,,,,,,Coho Salmon,,Native,16.1
2019,Ashland,,,,,,Coho Salmon,,Native,16.1
2019,Ashland,,,,,,Coho Salmon,,Native,16.4
2019,Ashland,,,,,,Coho Salmon,,Native,18.1
2019,Ashland,,,,,,Lake Herring,,Native,14.6
2019,Ashland,,,,,,Lake Herring,,Native,15.5
2019,Ashland,,,,,,Lake Herring,,Native,16
2019,Ashland,,,,,,Lake Herring,,Native,16
2019,Ashland,,,,,,Lake Herring,,Native,16.2
2019,Ashland,,,,,,Lake Herring,,Native,16.4
2019,Ashland,,,,,,Lake Herring,,Native,16.6
2019,Ashland,,,,,,Lake Herring,,Native,16.7
2019,Ashland,,,,,,Lake Herring,,Native,17.2
2019,Ashland,,,,,,Lake Herring,,Native,17.3
2019,Ashland,,,,,,Lake Herring,,Native,17.5
2019,Ashland,,,,,,Lake Herring,,Native,17.5
2019,Ashland,,,,,,Lake Herring,,Native,17.6
2019,Ashland,,,,,,Lake Herring,,Native,17.6
2019,Ashland,,,,,,Lake Herring,,Native,17.9
2019,Ashland,,,,,,Lake Herring,,Native,17.9
2019,Ashland,,,,,,Lake Herring,,Native,18
2019,Ashland,,,,,,Lake Trout,Native,Native,18.1
2019,Ashland,,,,,,Lake Trout,Native,Native,20.6
2019,Ashland,,,,,,Lake Trout,Native,Native,23
2019,Ashland,,,,,,Lake Trout,Native,Native,23.5
2019,Ashland,,,,,,Lake Trout,Native,Native,26.1
2019,Ashland,,,,,,Lake Whitefish,,Native,15.2
2019,Ashland,,,,,,Lake Whitefish,,Native,16.9
2019,Ashland,,,,,,Lake Whitefish,,Native,17.6
2019,Ashland,,,,,,Lake Whitefish,,Native,18.3
2019,Ashland,,,,,,Lake Whitefish,,Native,18.4
2019,Ashland,,,,,,Lake Whitefish,,Native,18.5
2019,Ashland,,,,,,Lake Whitefish,,Native,18.5
2019,Ashland,,,,,,Lake Whitefish,,Native,18.7
2019,Ashland,,,,,,Lake Whitefish,,Native,18.8
2019,Ashland,,,,,,Lake Whitefish,,Native,18.8
2019,Ashland,,,,,,Lake Whitefish,,Native,19.3
2019,Ashland,,,,,,Lake Whitefish,,Native,19.4
2019,Ashland,,,,,,Lake Whitefish,,Native,19.4
2019,Ashland,,,,,,Lake Whitefish,,Native,19.5
2019,Ashland,,,,,,Lake Whitefish,,Native,19.6
2019,Ashland,,,,,,Lake Whitefish,,Native,19.6
2019,Ashland,,,,,,Lake Whitefish,,Native,20
2019,Ashland,,,,,,Lake Whitefish,,Native,20.1
2019,Ashland,,,,,,Lake Whitefish,,Native,20.4
2019,Ashland,,,,,,Lake Whitefish,,Native,20.9
2019,Ashland,,,,,,Lake Whitefish,,Native,21.2
2019,Ashland,,,,,,Lake Whitefish,,Native,21.2
2019,Ashland,,,,,,Lake Whitefish,,Native,21.3
2019,Ashland,,,,,,Lake Whitefish,,Native,21.3
2019,Ashland,,,,,,Lake Whitefish,,Native,21.3
2019,Ashland,,,,,,Lake Whitefish,,Native,21.4
2019,Ashland,,,,,,Lake Whitefish,,Native,21.5
2019,Ashland,,,,,,Lake Whitefish,,Native,21.5
2019,Ashland,,,,,,Lake Whitefish,,Native,21.6
2019,Ashland,,,,,,Lake Whitefish,,Native,21.6
2019,Ashland,,,,,,Lake Whitefish,,Native,21.7
2019,Ashland,,,,,,Lake Whitefish,,Native,21.8
2019,Ashland,,,,,,Lake Whitefish,,Native,21.8
2019,Ashland,,,,,,Lake Whitefish,,Native,22
2019,Ashland,,,,,,Lake Whitefish,,Native,22.1
2019,Ashland,,,,,,Lake Whitefish,,Native,22.6
2019,Ashland,,,,,,Lake Whitefish,,Native,22.6
2019,Ashland,,,,,,Lake Whitefish,,Native,22.7
2019,Ashland,,,,,,Lake Whitefish,,Native,23.6
2019,Ashland,,,,,,Lake Whitefish,,Native,23.6
2019,Ashland,,,,,,Lake Whitefish,,Native,24
2019,Ashland,,,,,,Lake Whitefish,,Native,24.2
2019,Ashland,,,,,,Lake Whitefish,,Native,24.5
2019,Ashland,,,,,,Lake Whitefish,,Native,24.6
2019,Ashland,,,,,,Lake Whitefish,,Native,24.9
2019,Ashland,,,,,,Lake Whitefish,,Native,25.6
2019,Ashland,,,,,,Northern Pike,,Native,23.5
2019,Ashland,,,,,,Northern Pike,,Native,24.3
2019,Ashland,,,,,,Northern Pike,,Native,24.5
2019,Ashland,,,,,,Northern Pike,,Native,25
2019,Ashland,,,,,,Northern Pike,,Native,25
2019,Ashland,,,,,,Northern Pike,,Native,26.5
2019,Ashland,,,,,,Northern Pike,,Native,27.5
2019,Ashland,,,,,,Northern Pike,,Native,29.2
2019,Ashland,,,,,,Northern Pike,,Native,29.2
2019,Ashland,,,,,,Northern Pike,,Native,29.5
2019,Ashland,,,,,,Northern Pike,,Native,30
2019,Ashland,,,,,,Northern Pike,,Native,31.3
2019,Ashland,,,,,,Northern Pike,,Native,37
2019,Ashland,,,,,,Northern Pike,,Native,43
2019,Ashland,,,,,,Rainbow Smelt,,Native,4.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.9
2019,Ashland,,,,,,Rainbow Smelt,,Native,5.9
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.4
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.5
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.6
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.7
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.8
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.9
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.9
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.9
2019,Ashland,,,,,,Rainbow Smelt,,Native,6.9
2019,Ashland,,,,,,Rainbow Smelt,,Native,7
2019,Ashland,,,,,,Rainbow Smelt,,Native,7
2019,Ashland,,,,,,Rainbow Smelt,,Native,7
2019,Ashland,,,,,,Rainbow Smelt,,Native,7
2019,Ashland,,,,,,Rainbow Smelt,,Native,7
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.1
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.2
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
2019,Ashland,,,,,,Rainbow Smelt,,Native,7.3
